index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm4,0.0,2.5469999999986612,2.551924,0.0
1,task-5-1,vm4,0.013965,4.0,4.015978,0.0
2,task-8-2,vm4,0.013965,14.014999999999418,14.025996,0.0
3,task-2-3,vm2,0.015973,1.014999999999418,1.025259,0.0
4,task-10-4,vm4,0.015973,10.06199999999808,10.07629,0.0
5,task-3-5,vm4,0.015973,21.764999999999418,21.777614,0.0
6,task-4-6,vm1,0.015973,7.046999999998661,7.058332,0.0
7,task-4-7,vm3,0.015973,2.0309999999954016,2.042364,0.0
8,task-7-8,vm2,0.015973,11.75,11.77006,0.0
9,task-3-9,vm3,0.018831,2.9689999999973224,2.991279,0.0
10,task-9-10,vm3,0.019158,11.780999999995402,11.800314,0.0
13,task-9-13,vm4,0.019665,18.92199999999866,18.940347,0.0
14,task-1-14,vm3,0.019665,11.905999999995402,11.925387,0.0
15,task-8-15,vm4,0.020206,25.67199999999866,25.696237,0.0
18,task-6-18,vm4,0.020206,21.1559999999954,21.180617,0.0
11,task-1-11,vm2,1.025259,10.953999999997905,11.980173,1.014999999999418
19,task-10-19,vm3,2.044983,20.406000000002678,22.454154,2.0309999999954016
16,task-2-16,vm1,7.060849,1.8430000000007567,8.907214,7.046999999998661
17,task-5-17,vm1,8.917326,10.656000000002678,19.583145,8.905999999995402
12,task-7-12,vm2,11.77006,10.655999999995402,22.417779,11.75
